DRUH	NOVÁ AKREDITACE	NÁZEV SP/SO	TYP SP	NÁZEV SP	VYSOKÁ ŠKOLA	FAKULTA	FS	ISCED-F	SDS	JAZYK	PROFIL	OV1	PODIL OV1	OV2	PODIL OV2	OV3	PODIL OV3	OV4	PODIL OV4	OV5	PODIL OV5	KRAJ	PLATNOST AKREDITACE DO
SO	NE	Teorie a dějiny moderního a současného umění	navazující magisterský	Teorie a dějiny výtvarných umění	Vysoká škola uměleckoprůmyslová v Praze	Celoškolská pracoviště	1	0288	2	čeština												Praha	31.12.2024
SP	ANO	Teorie a dějiny moderního a současného umění	navazující magisterský	Teorie a dějiny moderního a současného umění	Vysoká škola uměleckoprůmyslová v Praze		1,3	0213	2,5	čeština	akademicky zaměřený	Vědy o umění a kultuře	80	Umění 	20		0		0		0	Praha	19.11.2026
SP	ANO	Teorie a dějiny moderního a současného umění	doktorský	Teorie a dějiny moderního a současného umění	Vysoká škola uměleckoprůmyslová v Praze		3, 1	0288	4	čeština		Vědy o umění a kultuře	100		0		0		0		0	Praha	9.6.2031
SP	ANO	Teorie a dějiny novější české literatury	doktorský	Teorie a dějiny novější české literatury	Jihočeská univerzita v Českých Budějovicích	Filozofická fakulta	3, 1	0232	4	čeština		Filologie	100		0		0					Jihočeský	1.3.2029
SP	ANO	Teorie a dějiny práva	doktorský	Teorie a dějiny práva	Masarykova univerzita	Právnická fakulta	3, 1	0421	4	čeština		Právo 	100		0		0		0		0	Jihomoravský	19.9.2029
SO	NE	Teorie a dějiny slovanských literatur	doktorský	Filologie (čtyřleté)	Masarykova univerzita	Filozofická fakulta	3, 1	0232	4	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie a dějiny slovanských literatur	doktorský	Filologie (čtyřleté)	Masarykova univerzita	Filozofická fakulta	3, 1	0232	4	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie a dějiny současného umění	doktorský	Výtvarná umění	Akademie výtvarných umění v Praze	Akademie výtvarných umění v Praze - Celoškolská pracoviště	3, 1		3	čeština												Praha	31.12.2024
SP	ANO	Teorie a dějiny současného umění	doktorský	Teorie a dějiny současného umění	Akademie výtvarných umění v Praze		3, 1	0213	3	čeština		Vědy o umění a kultuře	60	Umění 	40		0		0		0	Praha	22.10.2031
SO	NE	Teorie a dějiny umění	doktorský	Obecná teorie a dějiny umění a kultury (čtyřleté)	Masarykova univerzita	Filozofická fakulta	3, 1	0213	4	čeština												Jihomoravský	31.12.2024
SP	ANO	Teorie a dějiny umění	doktorský	Teorie a dějiny umění	Masarykova univerzita	Filozofická fakulta	3, 1	0213	4	čeština		Vědy o umění a kultuře	100		0		0		0		0	Jihomoravský	14.1.2029
SO	NE	Teorie a dějiny vědy	doktorský	Filozofie (čtyřleté)	Masarykova univerzita	Filozofická fakulta	3, 1	0223	4	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie a dějiny vědy a techniky	doktorský	Humanitní studia	Západočeská univerzita v Plzni	Fakulta filozofická	3, 1		3	čeština												Plzeňský	31.12.2024
SO	NE	Teorie a dějiny výtvarných umění	doktorský	Teorie a dějiny výtvarných umění	Univerzita Palackého v Olomouci	Filozofická fakulta	3, 1	0213	3	čeština												Olomoucký	31.12.2024
SP	ANO	Teorie a dějiny výtvarných umění	bakalářský	Teorie a dějiny výtvarných umění	Univerzita Palackého v Olomouci	Filozofická fakulta	1	0213	3	čeština	akademicky zaměřený	Vědy o umění a kultuře	100		0		0					Olomoucký	8.8.2028
SP	ANO	Teorie a dějiny výtvarných umění	bakalářský	Teorie a dějiny výtvarných umění	Univerzita Palackého v Olomouci	Filozofická fakulta	1	0213	3	čeština	akademicky zaměřený	Vědy o umění a kultuře	100		0		0		0		0	Olomoucký	25.1.2033
SP	ANO	Teorie a dějiny výtvarných umění	doktorský	Teorie a dějiny výtvarných umění	Univerzita Palackého v Olomouci	Filozofická fakulta	3, 1	0213	4	čeština		Vědy o umění a kultuře	100		0		0					Olomoucký	8.8.2028
SP	ANO	Teorie a dějiny výtvarných umění	navazující magisterský	Teorie a dějiny výtvarných umění	Univerzita Palackého v Olomouci	Filozofická fakulta	1	0213	2	čeština	akademicky zaměřený	Vědy o umění a kultuře	100		0		0					Olomoucký	8.8.2028
SO	NE	Teorie a filozofie komunikace	navazující magisterský	Humanitní studia	Západočeská univerzita v Plzni	Fakulta filozofická	1	0288	2	čeština												Plzeňský	31.12.2024
SO	NE	Teorie a kritika	bakalářský	Dramatická umění	Akademie múzických umění v Praze	Divadelní fakulta	1	0215	3	čeština												Praha	31.12.2024
SO	NE	Teorie a kritika	navazující magisterský	Dramatická umění	Akademie múzických umění v Praze	Divadelní fakulta	1	0215	2	čeština												Praha	31.12.2024
SP	ANO	Teorie a kritika divadelní tvorby	bakalářský	Teorie a kritika divadelní tvorby	Akademie múzických umění v Praze	Divadelní fakulta	1	0215	3	čeština	akademicky zaměřený	Umění 	100		0		0		0		0	Praha	14.1.2030
SP	ANO	Teorie a kritika divadelní tvorby	navazující magisterský	Teorie a kritika divadelní tvorby	Akademie múzických umění v Praze	Divadelní fakulta	1	0215	2	čeština	akademicky zaměřený	Umění 	100		0		0		0		0	Praha	17.12.2031
SP	ANO	Teorie a praxe animované tvorby	bakalářský	Teorie a praxe animované tvorby	Univerzita Tomáše Bati ve Zlíně	Fakulta multimediálních komunikací	1	0211	4	čeština	profesně zaměřený	Umění 	100		0		0		0		0	Zlínský	27.2.2025
SP	ANO	Teorie a praxe animované tvorby	navazující magisterský	Teorie a praxe animované tvorby	Univerzita Tomáše Bati ve Zlíně	Fakulta multimediálních komunikací	1	0211	2	čeština	profesně zaměřený	Umění 	100		0		0		0		0	Zlínský	27.2.2025
SP	ANO	Teorie a praxe audiovizuální tvorby	bakalářský	Teorie a praxe audiovizuální tvorby	Univerzita Tomáše Bati ve Zlíně	Fakulta multimediálních komunikací	1	0211	3	čeština	profesně zaměřený	Umění 	100		0		0		0		0	Zlínský	27.2.2030
SP	ANO	Teorie a praxe audiovizuální tvorby	navazující magisterský	Teorie a praxe audiovizuální tvorby	Univerzita Tomáše Bati ve Zlíně	Fakulta multimediálních komunikací	1	0211	2	čeština	profesně zaměřený	Umění 	100		0		0		0		0	Zlínský	27.2.2030
SO	NE	Teorie a praxe divadelní tvorby	doktorský	Dramatická umění	Akademie múzických umění v Praze	Divadelní fakulta	3, 1	0215	3	čeština												Praha	31.12.2024
SP	ANO	Teorie a praxe divadelní tvorby	doktorský	Teorie a praxe divadelní tvorby	Akademie múzických umění v Praze	Divadelní fakulta	3, 1	0215	4	čeština		Umění 	100		0		0		0		0	Praha	26.3.2031
SO	NE	Teorie a praxe dramatické výchovy	doktorský	Dramatická umění	Akademie múzických umění v Praze	Divadelní fakulta	3, 1	0215	3	čeština												Praha	31.12.2024
SP	ANO	Teorie a praxe dramatické výchovy	doktorský	Teorie a praxe dramatické výchovy	Akademie múzických umění v Praze	Divadelní fakulta	3, 1	0215	3	čeština		Umění 	100		0		0		0		0	Praha	2.10.2024
SO	NE	Teorie a praxe trestního a správního procesu	bakalářský	Veřejná správa	Masarykova univerzita	Právnická fakulta	3	0421	3	čeština												Jihomoravský	31.12.2024
SP	ANO	Teorie a praxe trestního a správního procesu	bakalářský	Teorie a praxe trestního a správního procesu	Masarykova univerzita	Právnická fakulta	3	0421	3	čeština	akademicky zaměřený	Právo 	100		0		0					Jihomoravský	4.8.2028
SP	ANO	Teorie a provozovací praxe staré hudby	bakalářský	Teorie a provozovací praxe staré hudby	Masarykova univerzita	Filozofická fakulta	3	0215	3	čeština	akademicky zaměřený	Vědy o umění a kultuře	100		0		0					Jihomoravský	17.9.2028
SO	NE	Teorie a provozovací praxe staré hudby (jednooborové)	bakalářský	Obecná teorie a dějiny umění a kultury	Masarykova univerzita	Filozofická fakulta	1	0288	3	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie a provozovací praxe staré hudby (jednooborové)	bakalářský	Obecná teorie a dějiny umění a kultury	Masarykova univerzita	Filozofická fakulta	3	0288	3	čeština												Jihomoravský	31.12.2024
SP	ANO	Teorie a stavba strojů	doktorský	Teorie a stavba strojů	Západočeská univerzita v Plzni	Fakulta strojní	3, 1	0715	4	čeština		Strojírenství, technologie a materiály	100		0		0		0		0	Plzeňský	16.6.2030
SO	NE	Teorie a technologie výbušin	navazující magisterský	Chemie a technologie materiálů	Univerzita Pardubice	Fakulta chemicko-technologická	1	0711	2	čeština												Pardubický	31.12.2024
SO	NE	Teorie filmové a multimediální tvorby	doktorský	Filmové, televizní a fotografické umění a nová média	Akademie múzických umění v Praze	Filmová a televizní fakulta	3, 1	0211	3	čeština												Praha	31.12.2024
SP	ANO	Teorie interaktivních médií	bakalářský	Teorie interaktivních médií	Masarykova univerzita	Filozofická fakulta	3, 1	0288	3	čeština	akademicky zaměřený	Vědy o umění a kultuře	100		0		0					Jihomoravský	17.9.2028
SP	ANO	Teorie interaktivních médií	navazující magisterský	Teorie interaktivních médií	Masarykova univerzita	Filozofická fakulta	3, 1	0288	2	čeština	akademicky zaměřený	Vědy o umění a kultuře	100		0		0					Jihomoravský	17.9.2028
SO	NE	Teorie interaktivních médií (dvouoborové)	navazující magisterský	Obecná teorie a dějiny umění a kultury	Masarykova univerzita	Filozofická fakulta	1	0211	2	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie interaktivních médií (dvouoborové)	bakalářský	Obecná teorie a dějiny umění a kultury	Masarykova univerzita	Filozofická fakulta	1	0288	3	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie interaktivních médií (jednooborové)	navazující magisterský	Obecná teorie a dějiny umění a kultury	Masarykova univerzita	Filozofická fakulta	3, 1	0211	2	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie interaktivních médií (jednooborové)	bakalářský	Obecná teorie a dějiny umění a kultury	Masarykova univerzita	Filozofická fakulta	3, 1	0288	3	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie konstrukcí	doktorský	Stavební inženýrství	České vysoké učení technické v Praze	Celoškolská pracoviště	3, 1	0732	4	čeština												Praha	31.12.2024
SO	NE	Teorie konstrukcí	doktorský	Stavební inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	Fakulta stavební	3, 1	0732	4	čeština												Moravskoslezský	31.12.2024
SO	NE	Teorie literatury	doktorský	Teorie a dějiny literatury	Univerzita Palackého v Olomouci	Filozofická fakulta	3, 1	0222	3	čeština												Olomoucký	31.12.2024
SP	ANO	Teorie literatury	doktorský	Teorie literatury	Univerzita Palackého v Olomouci	Filozofická fakulta	3, 1	0232	4	čeština		Filologie	100		0		0					Olomoucký	8.8.2028
SP	ANO	Teorie obrany státu	doktorský	Teorie obrany státu	Univerzita obrany	Fakulta vojenského leadershipu	3, 1	1031	4	čeština		Bezpečnostní obory 	100		0		0		0		0	Jihomoravský	2.7.2030
SO	NE	Teorie práva	doktorský	Teoretické právní vědy (čtyřleté)	Masarykova univerzita	Právnická fakulta	3, 1	0421	4	čeština												Jihomoravský	31.12.2024
SO	NE	Teorie práva	doktorský	Teoretické právní vědy (čtyřleté)	Masarykova univerzita	Právnická fakulta	3, 1	0421	4	čeština												Jihomoravský	31.12.2024
SP	ANO	Teorie práva	doktorský	Teorie práva	Masarykova univerzita	Právnická fakulta	3, 1	0421	4	čeština		Právo 	100		0		0		0		0	Jihomoravský	18.11.2023
SO	NE	Teorie vyprávění	doktorský	Filologie (čtyřleté)	Masarykova univerzita	Filozofická fakulta	3, 1		4	čeština												Jihomoravský	31.12.2024
SP	ANO	Teorie vyprávění	doktorský	Teorie vyprávění	Masarykova univerzita	Filozofická fakulta	3, 1	0232	4	čeština		Filologie	100		0		0					Jihomoravský	19.11.2023
SO	NE	Teorie výtvarné a galerijní pedagogiky	doktorský	Specializace v pedagogice	Masarykova univerzita	Pedagogická fakulta	3, 1		4	čeština												Jihomoravský	31.12.2024
SP	ANO	Teorie výtvarné a galerijní pedagogiky	doktorský	Teorie výtvarné a galerijní pedagogiky	Masarykova univerzita	Pedagogická fakulta	3, 1	0111	4	čeština		Učitelství 	100		0		0		0		0	Jihomoravský	22.6.2030
SO	NE	Teorie výtvarné výchovy	doktorský	Specializace v pedagogice	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Pedagogická fakulta	3, 1	0111	3	čeština												Ústecký	31.12.2024
SP	ANO	Teorie výtvarné výchovy	doktorský	Teorie výtvarné výchovy	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Pedagogická fakulta	3, 1	0111	4	čeština		Učitelství 	60	Umění 	40		0		0		0	Ústecký	11.12.2029
SO	NE	Teorie vyučování ekonomických předmětů	doktorský	Finance a účetnictví	Vysoká škola ekonomická v Praze	Fakulta financí a účetnictví	3, 1	0111	3	čeština												Praha	31.12.2024
SO	NE	Teorie vzdělávání v bohemistice	doktorský	Specializace v pedagogice	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Pedagogická fakulta	3, 1	0111	3	čeština												Ústecký	31.12.2024
SO	NE	Teorie vzdělávání v bohemistice	doktorský	Specializace v pedagogice	Západočeská univerzita v Plzni	Fakulta pedagogická	3, 1	0111	3	čeština												Plzeňský	31.12.2024
SP	ANO	Teorie vzdělávání v bohemistice	doktorský	Teorie vzdělávání v bohemistice	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Pedagogická fakulta	3, 1	0111	4	čeština		Učitelství 	100		0		0		0		0	Ústecký	1.8.2029
SO	NE	Teorie vzdělávání v matematice	doktorský	Specializace v pedagogice	Jihočeská univerzita v Českých Budějovicích	Pedagogická fakulta	3, 1	0111	4	čeština												Jihočeský	31.12.2024
SO	NE	Teorie vzdělávání ve fyzice	doktorský	Specializace v pedagogice	Jihočeská univerzita v Českých Budějovicích	Pedagogická fakulta	3, 1		4	čeština												Jihočeský	31.12.2024
SO	NE	Teorie vzdělávání ve fyzice	doktorský	Specializace v pedagogice	Ostravská univerzita	Přírodovědecká fakulta	3, 1	0111	3	čeština												Moravskoslezský	31.12.2024
SO	NE	Teorie vzdělávání ve fyzice	doktorský	Specializace v pedagogice	Univerzita Hradec Králové	Pedagogická fakulta	3, 1	0111	3	čeština												Královéhradecký	31.12.2024
SO	NE	Teorie vzdělávání ve fyzice	doktorský	Specializace v pedagogice	Univerzita Hradec Králové	Přírodovědecká fakulta	3, 1	0111	3	čeština												Královéhradecký	31.12.2024
SO	NE	Teorie vzdělávání ve fyzice	doktorský	Specializace v pedagogice	Západočeská univerzita v Plzni	Fakulta pedagogická	3, 1	0111	3	čeština												Plzeňský	31.12.2024
SO	NE	Teorie, filozofie a sociologie práva	doktorský	Teoretické právní vědy	Univerzita Karlova	Právnická fakulta	3, 1	0421	3	čeština												Praha	31.12.2024
SO	NE	Teorie, filozofie a sociologie práva	doktorský	Teoretické právní vědy	Univerzita Karlova	Právnická fakulta	3, 1	0421	3	čeština												Praha	31.12.2024
SO	NE	Tepelná technika a keramické materiály	bakalářský	Metalurgické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1		3	čeština												Moravskoslezský	31.12.2024
SO	NE	Tepelná technika a keramické materiály	navazující magisterský	Metalurgické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1		2	čeština												Moravskoslezský	31.12.2024
SO	NE	Tepelná technika a paliva v průmyslu	doktorský	Metalurgie	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0715	3	čeština												Moravskoslezský	31.12.2024
SP	ANO	Tepelná technika a paliva v průmyslu	doktorský	Tepelná technika a paliva v průmyslu	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0713	4	čeština		Energetika	100		0		0					Moravskoslezský	24.4.2029
SO	NE	Tepelná technika a průmyslová keramika	navazující magisterský	Metalurgické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0715	2	čeština												Moravskoslezský	31.12.2024
SO	NE	Tepelná technika a životní prostředí	bakalářský	Metalurgické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0715	3	čeština												Moravskoslezský	31.12.2024
SP	ANO	Tepelně energetické inženýrství	bakalářský	Tepelně energetické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0713	3	čeština	akademicky zaměřený	Energetika	100		0		0					Moravskoslezský	5.1.2029
SP	ANO	Tepelně energetické inženýrství	navazující magisterský	Tepelně energetické inženýrství	Vysoká škola báňská – Technická univerzita Ostrava	"Fakulta materiálově-technologická
"	3, 1	0713	2	čeština	akademicky zaměřený	Energetika	100		0		0					Moravskoslezský	5.1.2029
SP	ANO	Teritoriální studia	bakalářský	Teritoriální studia	Univerzita Karlova	Fakulta sociálních věd	2, 1	0312	3	čeština	akademicky zaměřený	Politické vědy 	50	Historické vědy	50		0					Praha	28.8.2028
SP	ANO	Teritoriální studia	navazující magisterský	Teritoriální studia	Univerzita Karlova	Fakulta sociálních věd	1	0312	2	čeština	akademicky zaměřený	Politické vědy 	50	Historické vědy	50		0					Praha	20.6.2028
SO	NE	Teritoriální studia (jednooborové)	bakalářský	Mezinárodní teritoriální studia	Univerzita Karlova	Fakulta sociálních věd	3	0312	3	čeština												Praha	31.12.2024
SO	NE	Termomechanika a mechanika tekutin	doktorský	Strojní inženýrství	České vysoké učení technické v Praze	Fakulta strojní	3, 1		4	čeština												Praha	31.12.2024
SO	NE	Termomechanika a mechanika tekutin	doktorský	Strojní inženýrství	České vysoké učení technické v Praze	Fakulta strojní	3, 1	0715	4	čeština												Praha	31.12.2024
SO	NE	Termomechanika a mechanika tekutin	doktorský	Strojní inženýrství	České vysoké učení technické v Praze	Fakulta strojní	3, 1	0715	4	čeština												Praha	31.12.2024
SP	NE	Text and Event in Early Modern Europe (ERASMUS MUNDUS Joint Doctorate)	doktorský	Text and Event in Early Modern Europe	Univerzita Karlova	Filozofická fakulta	3, 1		3	angličtina												Praha	31.12.2024
SO	NE	Textile and Fashion Design	bakalářský	Textile	Technická univerzita v Liberci	Fakulta textilní	1	0723	3	angličtina												Liberecký	31.12.2024
SP	ANO	Textile Design	bakalářský	Textile Design	Univerzita Hradec Králové	Pedagogická fakulta	1	0214	3	angličtina	akademicky zaměřený	Umění 	100		0		0		0		0	Královéhradecký	12.11.2030
SO	NE	Textile Engineering	magisterský	Textile Engineering	Technická univerzita v Liberci	Fakulta textilní	1		5	angličtina												Liberecký	31.12.2024
SP	ANO	Textile Engineering	doktorský	Textile Engineering	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	4	angličtina		Strojírenství, technologie a materiály	100		0		0					Liberecký	27.2.2029
SP	ANO	Textile Engineering	navazující magisterský	Textile Engineering	Technická univerzita v Liberci	Fakulta textilní	1	0723	2	angličtina	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Liberecký	5.4.2029
SO	NE	Textile Marketing	bakalářský	Textile	Technická univerzita v Liberci	Fakulta textilní	3, 1	0414	3	angličtina												Liberecký	31.12.2024
SP	ANO	Textile Marketing	bakalářský	Textile Marketing	Technická univerzita v Liberci	Fakulta textilní	1	0414	3	angličtina	akademicky zaměřený	Strojírenství, technologie a materiály	80	Ekonomické obory 	20		0		0		0	Liberecký	4.6.2029
SO	NE	Textile Production	bakalářský	Specialization in Education	Univerzita Hradec Králové	Pedagogická fakulta	1	0188	3	angličtina												Královéhradecký	31.12.2024
SP	ANO	Textile Production	bakalářský	Textile Production	Univerzita Hradec Králové	Pedagogická fakulta	1	0114	3	angličtina	akademicky zaměřený	Umění 	60	Učitelství 	40		0		0		0	Královéhradecký	29.6.2029
SO	NE	Textile Technics and Materials Engineering	doktorský	Textile Engineering	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	4	angličtina												Liberecký	31.12.2024
SO	NE	Textile Technologies, Materials and Nanomaterials	bakalářský	Textile	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	3	angličtina												Liberecký	31.12.2024
SP	ANO	Textile Technologies, Materials and Nanomaterials	bakalářský	Textile Technologies, Materials and Nanomaterials	Technická univerzita v Liberci	Fakulta textilní	1	0723	3	angličtina	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Liberecký	5.4.2029
SO	NE	Textilní a oděvní návrhářství	bakalářský	Textil	Technická univerzita v Liberci	Fakulta textilní	1		3	čeština												Liberecký	31.12.2024
SO	NE	Textilní a oděvní technologie	navazující magisterský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	2	čeština												Liberecký	31.12.2024
SP	ANO	Textilní design	bakalářský	Textilní design	Univerzita Hradec Králové	Pedagogická fakulta	1	0214	3	čeština	akademicky zaměřený	Umění 	100		0		0		0		0	Královéhradecký	12.11.2030
SO	NE	Textilní inženýrství	magisterský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	1		5	čeština												Liberecký	31.12.2024
SP	ANO	Textilní inženýrství	doktorský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	4	čeština		Strojírenství, technologie a materiály	100		0		0					Liberecký	27.2.2029
SP	ANO	Textilní inženýrství	navazující magisterský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	2	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Liberecký	5.4.2029
SO	NE	Textilní marketing	bakalářský	Textil	Technická univerzita v Liberci	Fakulta textilní	3, 1	0414	3	čeština												Liberecký	31.12.2024
SP	ANO	Textilní marketing	bakalářský	Textilní marketing	Technická univerzita v Liberci	Fakulta textilní	3, 1	0414	3	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	80	Ekonomické obory 	20		0		0		0	Liberecký	4.6.2029
SO	NE	Textilní materiálové inženýrství	doktorský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	3	čeština												Liberecký	31.12.2024
SO	NE	Textilní materiálové inženýrství	navazující magisterský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	2	čeština												Liberecký	31.12.2024
SO	NE	Textilní materiály a zkušebnictví	bakalářský	Textil	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	3	čeština												Liberecký	31.12.2024
SO	NE	Textilní technika	doktorský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	3	čeština												Liberecký	31.12.2024
SO	NE	Textilní technika a materiálové inženýrství	doktorský	Textilní inženýrství	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	4	čeština												Liberecký	31.12.2024
SO	NE	Textilní technologie, materiály a nanomateriály	bakalářský	Textil	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	3	čeština												Liberecký	31.12.2024
SP	ANO	Textilní technologie, materiály a nanomateriály	bakalářský	Textilní technologie, materiály a nanomateriály	Technická univerzita v Liberci	Fakulta textilní	3, 1	0723	3	čeština	akademicky zaměřený	Strojírenství, technologie a materiály	100		0		0					Liberecký	5.4.2029
SO	NE	Textilní tvorba	bakalářský	Specializace v pedagogice	Univerzita Hradec Králové	Pedagogická fakulta	1	0188	3	čeština												Královéhradecký	31.12.2024
SO	NE	Textilní tvorba	magisterský	Výtvarná umění	Vysoká škola uměleckoprůmyslová v Praze	Celoškolská pracoviště	1	0214	6	čeština												Praha	31.12.2024
SP	ANO	Textilní tvorba	bakalářský	Textilní tvorba	Univerzita Hradec Králové	Pedagogická fakulta	1	0114	3	čeština	akademicky zaměřený	Umění 	60	Učitelství 	40		0		0		0	Královéhradecký	29.6.2029
SP	ANO	Těžba nerostných surovin	bakalářský	Těžba nerostných surovin	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0724	3	čeština	akademicky zaměřený	Těžba a zpracování nerostných surovin 	100		0		0					Moravskoslezský	28.12.2028
SP	ANO	Těžba nerostných surovin	navazující magisterský	Těžba nerostných surovin	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1	0724	2	čeština	akademicky zaměřený	Těžba a zpracování nerostných surovin 	100		0		0					Moravskoslezský	28.12.2028
SO	NE	Těžba nerostných surovin a jejich využívání	bakalářský	Hornictví	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1		3	čeština												Moravskoslezský	31.12.2024
SO	NE	Těžba nerostných surovin a jejich využívání	navazující magisterský	Hornictví	Vysoká škola báňská – Technická univerzita Ostrava	Hornicko-geologická fakulta	3, 1		2	čeština												Moravskoslezský	31.12.2024
SO	NE	The Bio-omics	doktorský	Life Sciences	Masarykova univerzita	Přírodovědecká fakulta	3, 1		4	angličtina												Jihomoravský	31.12.2024
SP	ANO	Theatre Studies	doktorský	Theatre Studies	Univerzita Karlova	Filozofická fakulta	3, 1	0215	4	angličtina		Vědy o umění a kultuře	100		0		0					Praha	21.9.2028
SO	NE	Theologie	doktorský	Teologie	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	3, 1	0221	4	němčina												Jihočeský	31.12.2024
SP	ANO	Théologie catholique	magisterský	Théologie catholique	Univerzita Palackého v Olomouci	Cyrilometodějská teologická fakulta	1	0221	5	francouzština	akademicky zaměřený	Filozofie, religionistika a teologie	100		0		0					Olomoucký	8.8.2028
SO	NE	Theologische Antropologie und Ethik	doktorský	Teologie	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	3, 1	0221	3	němčina												Jihočeský	31.12.2024
SO	NE	Theology	doktorský	Teologie	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	3, 1	0221	4	angličtina												Jihočeský	31.12.2024
SP	ANO	Theology	doktorský	Theology	Jihočeská univerzita v Českých Budějovicích	Teologická fakulta	3, 1	0221	4	angličtina		Filozofie, religionistika a teologie	100		0		0		0		0	Jihočeský	16.11.2028
SP	NE	Theoretical and Evolutionary Biology	doktorský	Theoretical and Evolutionary Biology	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	NE	Theoretical and Evolutionary Biology	doktorský	Theoretical and Evolutionary Biology	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	ANO	Theoretical and Evolutionary Biology	doktorský	Theoretical and Evolutionary Biology	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0511	4	angličtina		Biologie, ekologie a životní prostředí	100		0		0		0		0	Praha	23.10.2029
SP	ANO	Theoretical and Evolutionary Biology	navazující magisterský	Theoretical and Evolutionary Biology	Univerzita Karlova	Přírodovědecká fakulta	1	0511	2	angličtina	akademicky zaměřený	Biologie, ekologie a životní prostředí	100		0		0		0		0	Praha	26.8.2029
SO	NE	Theoretical and Evolutionary Biology (jednooborové)	navazující magisterský	Biology	Univerzita Karlova	Přírodovědecká fakulta	1	0511	2	angličtina												Praha	31.12.2024
SP	ANO	Theoretical and Research Psychology	navazující magisterský	Theoretical and Research Psychology	Univerzita Karlova	Fakulta humanitních studií	1	0313	2	angličtina	akademicky zaměřený	Psychologie	100		0		0		0		0	Praha	24.6.2025
SO	NE	Theoretical Computer Science	doktorský	Informatics, Computer science	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Computer Science	doktorský	Informatics, Computer science	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Computer Science	doktorský	Informatics, Computer science	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
SO	NE	Theoretical Computer Science	doktorský	Informatics, Computer science	Univerzita Karlova	Matematicko-fyzikální fakulta	3, 1		4	angličtina												Praha	31.12.2024
